path,ssName,ssRegion,ssId,confidence
"Stat 64 (USA, Europe) (Program).zip",,,,
States and Capitals Tutorial (USA).zip,States And Capitals Tutorial,us,114366,82
"Stix (USA, Europe).zip",Stix,"us,eu",113131,
"Story Machine (USA, Europe).zip",Story Machine,"us,eu",115449,59
Super Alien (Japan) (v01) (MAX).zip,Super Alien,jp,115529,48
"Super Expander 64 (USA, Europe) (Program).zip",Super Expander 64,"us,eu",115551,55
"Super Explode 5 (USA, Europe) (Program).zip",Super Explode 5,"us,eu",115553,52
"Super Sketch (USA, Europe).zip",Super Sketch,"us,eu",115580,57
"Super Smash (USA, Europe).zip",Super Smash,"us,eu",115582,55
Super Snapshot 5 (Europe) (Program).zip,,,,
Super Snapshot 5 (USA) (Program).zip,,,,
"Super Zaxxon (USA, Europe).zip",Super Zaxxon,"us,eu",115598,57
"Tank Wars (USA, Europe).zip",Tank Battle (Supernova),"us,eu",419796,52
"Tapper (USA, Europe).zip",Tapper,"us,eu",36755,
Teledata (Sweden) (Program).zip,,,,
Tennis (USA) (CCS).zip,,,,
Tennis (USA) (VICE).zip,,,,
"Tenpins (USA, Europe).zip",Ten Pins,"us,eu",110207,
"Tenpins + Meteor Runner + Vortex (USA, Europe) (Megafun).zip",Tenpins + Meteor Runner + Vortex,"us,eu",110208,70
"Terminator 2 - Judgment Day + Modern Music Maker + Image System, The (Europe).zip",Terminator 2 - Judgment Day,eu,35865,50
"Threshold (USA, Europe).zip",Threshold,"us,eu",110226,
"Timebound (USA, Europe).zip",Timebound,"us,eu",110253,
Toki (Europe).zip,Toki,eu,35834,
"Tool-64, The (USA, Europe).zip","Tool-64, The","us,eu",116691,57
"Tooth Invaders (USA, Europe).zip",Tooth Invaders,"us,eu",116692,61
"Toy Bizarre (USA, Europe).zip",Toy Bizarre,"us,eu",110279,55
"Trashman (USA, Europe).zip",Trashman (Creative Software),"us,eu",116727,52
"Turbo Maze Man (USA, Europe).zip",Turbo Maze Man,"us,eu",110309,61
"Tyler's Dungeons (USA, Europe).zip",Tyler's Dungeons,"us,eu",110327,64
"Ultrex Quadro Maze (USA, Europe).zip",Ultrex Quadro Maze,"us,eu",110159,67
"Up & Add'Em (USA, Europe).zip",,,,
"Up for Grabs (USA, Europe).zip",Up For Grabs,"us,eu",110173,52
"Up'n Down (USA, Europe).zip",Up'n Down,"us,eu",110170,50
Utah Counties Tutorial (USA).zip,Utah Counties Tutorial,us,110172,81
VIC-Text 64 (Sweden) (Program).zip,,,,
"Videomate (USA, Europe) (Program).zip",,,,
"Viduzzles - Computerized Jigsaw Puzzles (USA, Europe).zip",Viduzzles,"us,eu",116884,
"Viking Raider (USA, Europe).zip",Viking Raider,"us,eu",110127,59
"Vindicators (USA, Europe).zip","Vindicator, The","us,eu",110128,59
"Visible Solar System, The (USA, Europe) (MAX).zip","Visible Solar System, The","us,eu",110129,68
"Warp Speed (USA, Europe) (v1) (Program).zip",,,,
"Warp Speed (USA, Europe) (v2.0) (Program).zip",,,,
"Webster - The Word Game (USA, Europe).zip",Webster - The Word Game,"us,eu",109769,72
"Wizard of Id's Wiztype, The (USA, Europe).zip","Wizard Of Id's Wiztype, The","us,eu",109812,72
Wizard of Wor (Japan) (MAX).zip,,,,
Wizard of Wor (Japan) (v02) (MAX).zip,Wizard Of Wor,jp,109798,48
"Wizard of Wor (USA, Europe).zip",Wizard Of Wor,"us,eu",109798,55
"Wonder Boy (USA, Europe).zip",Wonder Boy,"us,eu",35880,53
"Write Now! 64 (USA, Europe) (Program).zip",,,,
"Zaxxon (USA, Europe).zip",Zaxxon,"us,eu",36001,
"Zenji (USA, Europe).zip",Zenji,"us,eu",108850,
"Zone Ranger (USA, Europe).zip",Zone Ranger,"us,eu",109432,
